"","zipcode","num of physicians","avg graduation year","avg group member"
"1058","07114",8,1983,0
"1059","07201",33,1992,0
"1060","07203",7,1985,0
"1061","07205",2,1994,0
"1062","07206",10,1990,0
"1063","07207",61,1993,19.5
"1064","07268",1,2001,1
"1065","07306",250,1991,0
"1066","07310",20,1995,0
"1067","07311",2,2004,0
"1068","07401",10,1989,0
"1069","07403",5,1977,0
"1070","07405",50,1989,0
"1071","07416",26,1990,0
"1072","07417",67,1995,0
"1073","07418",1,1985,0
"1074","07419",8,1989,0
"1075","07420",10,1998,23.2
"1076","07423",37,1995,0
"1077","07428",1,1982,0
"1078","07430",52,1990,0
"1079","07432",68,1988,0
"1080","07438",5,1995,0
"1081","07439",3,1993,3
"1082","07440",9,1993,0
"1083","07451",2,1983,0
"1084","07456",5,1980,0
"1085","07457",42,2002,0
"1086","07458",27,1990,0
"1087","07460",2,1993,1
"1088","07463",51,1994,0
"1089","07465",3,1996,1
"1090","07480",14,1992,0
"1091","07502",3,1982,0
"1092","07504",10,1982,0
"1093","07505",17,1983,0
"1094","07506",26,1986,0
"1095","07508",42,1994,0
"1096","07512",50,1996,0
"1097","07513",3,1984,0
"1098","07514",53,1985,0
"1099","07522",2,1982,1
"1100","07603",3,1984,0
"1101","07604",16,1981,0
"1102","07605",12,1987,0
"1103","07607",31,1992,0
"1104","07620",2,1994,61
"1105","07621",239,2002,0
"1106","07623",4,1988,4
"1107","07624",21,1991,0
"1108","07626",18,1992,0
"1109","07627",3,1983,0
"1110","07641",8,1986,0
"1111","07643",5,1991,0
"1112","07644",27,1992,0
"1113","07645",60,1995,0
"1114","07646",21,2001,0
"1115","07647",16,1996,82.4
"1116","07648",7,1985,0
"1117","07649",111,1994,0
"1118","07650",38,1995,2.5
"1119","07653",2,1984,0
"1120","07656",11,1988,0
"1121","07660",2,1982,0
"1122","07662",43,1986,0
"1123","07670",38,1991,0
"1124","07676",6,1991,0
"1125","07677",26,1983,0
"1126","07702",149,1992,0
"1127","07704",29,1993,0
"1128","07708",2,2003,2
"1129","07710",2,1990,1
"1130","07711",6,1994,0
"1131","07716",13,1996,0
"1132","07717",2,1988,0
"1133","07718",7,1988,2.7
"1134","07720",9,2008,0
"1135","07722",32,1992,0
"1136","07724",167,1990,0
"1137","07727",8,1994,0
"1138","07730",96,1991,0
"1139","07733",197,1991,0
"1140","07734",6,1988,0
"1141","07735",16,1991,0
"1142","07737",1,1970,0
"1143","07739",68,1991,0
"1144","07747",109,1994,0
"1145","07750",3,1978,0
"1146","07751",62,1995,0
"1147","07752",4,1999,2
"1148","07754",37,1990,19
"1149","07756",5,1992,0
"1150","07757",1,1984,0
"1151","07758",3,2003,38
"1152","07760",17,2001,0
"1153","07762",17,1982,0
"1154","07803",11,1977,0
"1155","07820",2,2001,0
"1156","07821",5,1989,0
"1157","07823",10,1987,0
"1158","07825",6,1988,2.7
"1159","07826",7,1989,0
"1160","07827",1,1973,1
"1161","07828",10,1994,0
"1162","07830",15,1990,0
"1163","07831",5,1996,1.8
"1164","07832",2,1980,31
"1165","07836",18,1993,0
"1166","07844",2,1982,0
"1167","07849",35,1995,0
"1168","07850",5,1993,0
"1169","07852",10,1995,0
"1170","07853",8,1990,0
"1171","07856",10,1994,0
"1172","07857",2,1988,0
"1173","07863",1,1977,0
"1174","07870",1,1995,0
"1175","07874",10,1991,0
"1176","07875",1,1994,0
"1177","07882",68,1992,0
"1178","07921",42,1991,0
"1179","07924",26,1992,0
"1180","07930",39,1991,0
"1181","07931",1,1985,0
"1182","07933",3,1987,0
"1183","07935",6,1985,0
"1184","07938",6,2001,0
"1185","07946",3,1981,0
"1186","07978",2,1985,2
"1187","07980",5,1998,1.4
"1188","08004",17,1999,0
"1189","08005",37,1997,0
"1190","08006",1,1985,1
"1191","08007",30,2000,9.3
"1192","08008",16,1990,0
"1193","08009",38,1993,0
"1194","08010",2,1968,0
"1195","08013",1,1998,278
"1196","08020",2,1991,0
"1197","08021",39,1992,0
"1198","08022",51,1995,0
"1199","08026",86,1994,0
"1200","08027",6,1994,0
"1201","08028",17,1990,0
"1202","08029",2,1988,0
"1203","08030",6,1985,0
"1204","08031",15,1990,0
"1205","08036",42,1995,0
"1206","08041",2,1995,2
"1207","08049",3,1995,4.7
"1208","08051",5,1986,0
"1209","08052",16,1990,0
"1210","08053",554,1997,0
"1211","08054",261,1993,0
"1212","08055",146,1994,0
"1213","08056",3,1981,3
"1214","08057",270,1995,0
"1215","08059",1,2004,0
"1216","08065",6,1985,0
"1217","08066",9,1987,0
"1218","08067",1,1965,0
"1219","08071",9,1991,0
"1220","08075",35,1992,0
"1221","08077",70,1998,0
"1222","08078",15,1990,0
"1223","08081",48,1994,0
"1224","08083",16,1996,0
"1225","08085",387,2001,0
"1226","08086",16,1991,0
"1227","08088",11,1986,0
"1228","08089",1,2001,1
"1229","08090",4,1982,0
"1230","08091",3,1988,0
"1231","08092",2,1988,1
"1232","08093",1,1999,1
"1233","08094",39,1999,0
"1234","08097",76,1995,0
"1235","08098",26,1995,6.9
"1236","08102",32,1987,0
"1237","08104",17,1997,0
"1238","08105",28,1992,0
"1239","08106",46,1998,0
"1240","08107",6,1994,0
"1241","08108",64,1991,0
"1242","08110",11,1982,0
"1243","08201",30,1987,0
"1244","08202",2,1994,2
"1245","08204",15,1989,0
"1246","08215",4,1988,0
"1247","08230",4,1994,1.5
"1248","08240",143,1995,0
"1249","08242",11,1988,0
"1250","08243",2,1974,0
"1251","08247",1,1971,1
"1252","08248",1,1987,0
"1253","08251",5,1992,1
"1254","08260",8,1988,0
"1255","08270",5,1984,0
"1256","08312",3,1983,0
"1257","08322",2,1999,1
"1258","08328",1,1987,5
"1259","08330",33,1994,0
"1260","08332",44,1989,0
"1261","08341",1,1995,1
"1262","08344",1,1981,0
"1263","08350",3,1985,3
"1264","08353",1,1993,0
"1265","08403",1,1979,1
"1266","08406",24,1989,0
"1267","08501",9,1994,0
"1268","08502",40,1993,0
"1269","08505",40,2001,0
"1270","08510",2,2012,0
"1271","08512",18,1992,0
"1272","08514",3,1980,1
"1273","08518",3,1991,0
"1274","08520",88,1995,0
"1275","08525",17,1997,0
"1276","08527",62,1996,0
"1277","08528",1,1989,0
"1278","08533",5,1996,0
"1279","08535",2,1992,0
"1280","08542",15,1990,0
"1281","08543",2,1994,2
"1282","08551",2,1982,0
"1283","08554",1,1987,1
"1284","08558",23,1990,0
"1285","08559",4,1988,2
"1286","08562",1,1983,0
"1287","08608",2,2003,1
"1288","08609",3,1996,0
"1289","08611",4,1988,0
"1290","08618",78,1997,0
"1291","08619",325,1992,0
"1292","08628",86,1995,0
"1293","08629",103,1993,0
"1294","08641",3,2013,3
"1295","08691",50,1996,0
"1296","08720",8,1999,13
"1297","08722",7,1994,3.9
"1298","08730",8,1981,0
"1299","08733",4,1987,0
"1300","08734",13,1989,0
"1301","08735",3,1985,0
"1302","08741",3,1994,0
"1303","08742",66,1991,0
"1304","08750",57,1996,0
"1305","08757",20,1991,0
"1306","08758",2,1994,0
"1307","08801",26,1993,0
"1308","08804",3,1985,0
"1309","08805",45,1990,0
"1310","08809",42,1993,0
"1311","08810",171,1995,0
"1312","08818",2,1988,2
"1313","08823",9,1993,0
"1314","08824",43,1994,0
"1315","08825",1,2002,0
"1316","08827",8,1991,63.5
"1317","08833",29,1998,0
"1318","08835",7,1988,0
"1319","08836",5,1998,0
"1320","08846",27,1993,0
"1321","08848",12,1996,0
"1322","08850",19,1988,0
"1323","08852",18,1991,0
"1324","08859",38,1992,0
"1325","08863",11,1980,0
"1326","08867",1,1987,1
"1327","08872",3,1988,0
"1328","08879",20,1993,0
"1329","08882",9,1988,0
"1330","08884",6,1989,0
"1331","08886",2,1997,0
"1332","08902",117,1991,0
"1333","08903",1,2001,1
"1334","08904",109,1986,0
"1335","08938",7,1992,8
"1336","09023",2,2009,1
"1337","09382",2,1981,1
"1338","09608",2,2000,1
"1339","09959",2,1973,0
"1340","10004",25,1994,0
"1341","10005",20,1998,0
"1342","10012",72,1990,0
"1343","10017",273,1996,0
"1344","10018",52,1996,0
"1345","10020",15,2005,112
"1346","10026",41,1996,0
"1347","10030",17,1985,0
"1348","10031",48,1985,0
"1349","10035",110,1993,0
"1350","10036",173,1998,0
"1351","10039",30,1993,0
"1352","10040",75,1987,0
"1353","10042",6,1991,1.7
"1354","10044",3,1986,0
"1355","10087",1,1976,47
"1356","10107",21,1990,0
"1357","10111",2,2012,1
"1358","10112",1,1982,1
"1359","10116",2,1998,0
"1360","10117",2,1960,0
"1361","10118",5,1980,0
"1362","10119",2,1983,0
"1363","10122",2,1993,1
"1364","10123",4,1990,1
"1365","10155",16,1986,0
"1366","10165",6,1993,0
"1367","10166",7,2002,0
"1368","10168",4,1980,0
"1369","10170",5,2004,0
"1370","10174",2,1978,0
"1371","10175",1,2015,197
"1372","10176",6,1996,6
"1373","10279",20,1994,6.6
"1374","10280",2,1987,1
"1375","10281",2,2015,197
"1376","10282",1,2009,0
"1377","10302",8,1998,0
"1378","10303",58,1992,39.7
"1379","10307",10,1990,0
"1380","10308",29,1988,0
"1381","10311",6,1998,3
"1382","10453",72,2001,0
"1383","10454",14,1987,0
"1384","10455",71,1992,0
"1385","10456",162,1992,0
"1386","10460",61,1994,0
"1387","10466",99,1987,0
"1388","10470",11,1987,0
"1389","10471",59,1990,0
"1390","10472",29,1988,0
"1391","10473",17,1986,0
"1392","10475",41,1992,0
"1393","10501",2,1982,0
"1394","10502",101,1996,0
"1395","10506",5,1999,0
"1396","10507",15,1988,0
"1397","10511",3,1989,0
"1398","10514",28,1987,0
"1399","10516",7,1984,0
"1400","10517",1,1977,0
"1401","10518",10,1987,0
"1402","10520",31,1983,0
"1403","10522",57,1984,0
"1404","10523",12,1988,0
"1405","10524",2,2001,1
"1406","10526",4,1988,0
"1407","10527",2,1981,0
"1408","10528",114,1992,0
"1409","10533",21,2000,0
"1410","10535",17,1987,0
"1411","10540",1,1962,0
"1412","10541",11,1986,0
"1413","10542",2,1998,0
"1414","10546",3,2003,1.7
"1415","10547",5,1989,0
"1416","10548",2,1992,0
"1417","10552",19,1984,0
"1418","10553",13,2002,18.4
"1419","10560",1,1960,1
"1420","10562",33,1987,0
"1421","10567",106,1990,0
"1422","10570",31,1994,0
"1423","10573",95,1990,0
"1424","10576",1,1980,1
"1425","10577",44,1995,0
"1426","10578",2,1973,0
"1427","10579",29,1991,0
"1428","10580",52,1989,0
"1429","10583",195,1987,0
"1430","10588",3,2000,1
"1431","10590",2,1964,0
"1432","10594",5,2000,2.2
"1433","10603",22,1984,0
"1434","10607",18,1999,0
"1435","10703",13,1993,0
"1436","10705",41,1995,0
"1437","10706",15,1987,0
"1438","10707",35,1993,0
"1439","10736",1,1982,0
"1440","10803",6,1992,0
"1441","10805",3,1986,0
"1442","10913",4,2000,1.5
"1443","10914",1,1998,1
"1444","10916",2,1978,4.5
"1445","10917",1,1983,0
"1446","10920",31,1992,0
"1447","10921",7,1996,0
"1448","10923",15,1990,0
"1449","10926",2,1991,0
"1450","10927",8,1980,0
"1451","10928",2,1994,0
"1452","10930",5,1988,18.8
"1453","10956",167,1988,0
"1454","10962",24,1996,0
"1455","10964",4,1992,1.8
"1456","10968",5,1976,0
"1457","10973",2,1975,0
"1458","10974",1,1996,0
"1459","10976",2,1982,0
"1460","10980",30,1987,0
"1461","10983",30,1987,0
"1462","10987",1,1982,0
"1463","10989",11,1980,0
"1464","10990",85,1990,0
"1465","10992",7,1994,0
"1466","10993",40,1985,0
"1467","10994",115,1988,0
"1468","11003",23,1986,0
"1469","11004",25,1995,0
"1470","11020",15,1996,0
"1471","11022",2,1984,1
"1472","11023",131,1990,0
"1473","11024",9,1994,0
"1474","11035",1,1985,1
"1475","11050",54,1985,0
"1476","11096",6,1988,0
"1477","11101",59,1993,0
"1478","11105",34,1990,0
"1479","11106",84,1993,0
"1480","11109",2,1996,0
"1481","11205",79,1994,0
"1482","11206",99,1996,0
"1483","11208",99,1997,0
"1484","11211",59,1988,0
"1485","11214",200,1990,0
"1486","11221",23,1991,0
"1487","11222",49,1990,0
"1488","11224",122,1995,0
"1489","11225",78,1997,0
"1490","11228",143,1992,0
"1491","11232",29,1994,0
"1492","11233",13,1998,0
"1493","11239",5,1981,0
"1494","11241",2,2000,0
"1495","11242",45,1997,0
"1496","11243",6,1995,0
"1497","11249",17,2003,0
"1498","11341",1,1986,0
"1499","11356",15,1993,16.4
"1500","11360",54,1992,0
"1501","11363",1,1967,0
"1502","11365",122,1989,0
"1503","11366",118,1994,0
"1504","11367",45,1993,0
"1505","11368",31,1994,0
"1506","11369",4,1985,0
"1507","11370",12,1992,3.2
"1508","11379",49,1988,0
"1509","11411",21,1990,0
"1510","11412",8,1991,0
"1511","11413",26,1990,5.4
"1512","11414",90,1988,0
"1513","11416",30,1986,0
"1514","11417",17,1990,0
"1515","11421",25,1989,0
"1516","11422",15,1991,0
"1517","11426",20,1992,0
"1518","11427",25,1989,0
"1519","11430",6,1991,1.7
"1520","11433",23,1998,0
"1521","11434",30,1990,0
"1522","11436",1,2003,1
"1523","11441",1,1991,1
"1524","11482",2,1983,1
"1525","11507",15,1990,0
"1526","11510",65,1986,0
"1527","11514",30,1987,0
"1528","11516",92,1993,0
"1529","11518",9,1984,0
"1530","11542",146,1988,0
"1531","11547",3,1989,0
"1532","11552",51,1990,0
"1533","11553",18,1991,0
"1534","11556",1,1993,0
"1535","11558",9,1997,0
"1536","11560",16,2003,0
"1537","11563",183,1990,0
"1538","11566",107,1989,0
"1539","11568",60,1995,0
"1540","11569",1,1997,0
"1541","11575",26,1997,24.1
"1542","11579",10,1994,0
"1543","11581",60,1990,0
"1544","11590",94,1993,0
"1545","11592",2,1965,0
"1546","11595",1,1981,1
"1547","11596",32,1987,0
"1548","11692",5,1991,0
"1549","11697",7,1995,0
"1550","11702",143,1992,0
"1551","11704",72,1994,0
"1552","11705",9,1991,0
"1553","11709",3,1983,0
"1554","11710",149,1993,0
"1555","11713",38,2004,0
"1556","11714",165,1991,0
"1557","11715",7,1992,0
"1558","11716",23,1995,0
"1559","11718",4,1983,0
"1560","11719",11,1989,0
"1561","11720",117,1997,0
"1562","11721",12,1982,0
"1563","11722",60,1996,0
"1564","11724",4,1986,0
"1565","11726",26,1996,0
"1566","11727",28,1994,0
"1567","11730",89,1989,0
"1568","11732",11,1992,0
"1569","11735",65,1991,0
"1570","11738",32,1992,0
"1571","11740",23,1995,0
"1572","11742",12,1993,0
"1573","11746",135,1990,0
"1574","11747",134,1992,0
"1575","11749",16,1995,0
"1576","11753",67,1990,0
"1577","11754",16,1988,0
"1578","11764",20,1989,0
"1579","11765",2,1997,0
"1580","11766",24,1992,0
"1581","11767",30,1993,0
"1582","11768",60,1989,0
"1583","11769",21,1989,0
"1584","11770",1,2007,1659
"1585","11771",38,1994,0
"1586","11777",430,1994,0
"1587","11778",41,1993,0
"1588","11779",94,1993,0
"1589","11780",27,1998,0
"1590","11782",39,1990,0
"1591","11786",10,1985,0
"1592","11788",141,1988,0
"1593","11789",1,1992,0
"1594","11792",16,1990,0
"1595","11798",5,1991,0
"1596","11804",31,1989,0
"1597","11930",9,1989,0
"1598","11931",1,2005,275
"1599","11932",3,1990,0
"1600","11933",2,1992,0
"1601","11934",21,1989,0
"1602","11935",4,1988,0
"1603","11937",31,1993,0
"1604","11941",4,1990,0
"1605","11942",3,1995,0
"1606","11944",40,1994,0
"1607","11946",62,1990,0
"1608","11949",27,1999,0
"1609","11950",4,1993,0
"1610","11952",42,1994,0
"1611","11953",19,1992,0
"1612","11954",6,2002,0
"1613","11955",9,1996,0
"1614","11958",2,1979,0
"1615","11959",2,1980,1
"1616","11960",1,1996,0
"1617","11961",5,1993,0
"1618","11963",14,1997,0
"1619","11964",4,1993,4
"1620","11967",28,1992,0
"1621","11971",18,1986,0
"1622","11972",7,1998,0
"1623","11975",8,2002,0
"1624","11976",3,1985,0
"1625","11977",3,1998,0
"1626","11978",18,1998,0
"1627","11980",1,1988,0
"1628","12009",5,1998,0
"1629","12018",1,1977,0
"1630","12019",15,1988,0
"1631","12025",2,1994,1
"1632","12027",25,1995,0
"1633","12033",26,1992,0
"1634","12035",1,1973,0
"1635","12037",4,1992,0
"1636","12047",120,1990,0
"1637","12052",4,1996,2
"1638","12053",1,1982,0
"1639","12056",3,2002,0
"1640","12060",1,1999,0
"1641","12061",20,1999,0
"1642","12066",3,1992,0
"1643","12068",1,2000,1
"1644","12074",2,1993,106
"1645","12075",5,1993,0
"1646","12077",2,1990,1
"1647","12083",3,1987,0
"1648","12084",25,1988,0
"1649","12090",7,1990,0
"1650","12095",21,1991,0
"1651","12106",1,1980,0
"1652","12118",16,1994,0
"1653","12122",1,2001,0
"1654","12125",2,1983,0
"1655","12132",1,1986,0
"1656","12134",2,1984,24.5
"1657","12136",1,1972,0
"1658","12144",8,1994,1.2
"1659","12148",27,1989,40.5
"1660","12151",1,2010,0
"1661","12157",32,1996,0
"1662","12167",16,1998,0
"1663","12170",2,2005,2
"1664","12182",5,1994,3.4
"1665","12183",2,1962,1
"1666","12184",40,1993,0
"1667","12188",3,1977,0
"1668","12189",9,1973,12.7
"1669","12192",8,1995,0
"1670","12193",1,1999,1
"1671","12198",2,1988,0
"1672","12202",18,1994,18
"1673","12207",2,1994,2
"1674","12209",18,1992,0
"1675","12210",1,2000,1
"1676","12301",7,1995,3.9
"1677","12304",35,1989,0
"1678","12305",9,1991,58.4
"1679","12306",8,1998,0
"1680","12307",5,1993,5
"1681","12404",2,1965,0
"1682","12407",2,1967,0
"1683","12412",1,1977,194
"1684","12413",21,2001,0
"1685","12414",56,1993,0
"1686","12427",2,2010,7
"1687","12428",16,1988,0
"1688","12429",1,1988,7
"1689","12440",1,1978,0
"1690","12443",2,1989,0
"1691","12446",4,1984,0
"1692","12449",11,1996,384.9
"1693","12451",1,1995,0
"1694","12455",13,1997,0
"1695","12461",1,2009,0
"1696","12464",1,1973,0
"1697","12466",2,1999,0
"1698","12471",4,1992,7
"1699","12472",1,2006,0
"1700","12474",1,1998,1
"1701","12477",30,1989,0
"1702","12480",1,1977,0
"1703","12481",1,1995,0
"1704","12482",2,1986,0
"1705","12484",12,1994,0
"1706","12485",2,2008,2
"1707","12486",1,1986,0
"1708","12487",2,1992,0
"1709","12489",1,1973,0
"1710","12491",6,1987,0
"1711","12494",1,1978,0
"1712","12496",1,1991,0
"1713","12498",35,1990,0
"1714","12501",1,2004,90
"1715","12508",71,1993,36.5
"1716","12514",1,1987,0
"1717","12518",27,1990,0
"1718","12520",1,1970,0
"1719","12522",4,1984,0
"1720","12525",2,2006,0
"1721","12526",1,1996,0
"1722","12528",23,1990,0
"1723","12529",3,1996,0
"1724","12533",61,1990,0
"1725","12538",13,1990,0
"1726","12540",22,2000,0
"1727","12542",8,1996,4.4
"1728","12545",20,1992,0
"1729","12546",1,1998,0
"1730","12548",2,1988,97.5
"1731","12549",20,2000,0
"1732","12560",18,1996,17
"1733","12561",79,1995,0
"1734","12563",9,1985,0
"1735","12564",18,1994,0
"1736","12565",1,1987,1
"1737","12566",10,1997,0
"1738","12567",1,1987,1
"1739","12569",11,1982,0
"1740","12570",1,1996,0
"1741","12571",15,1992,0
"1742","12572",62,1995,0
"1743","12577",1,1996,1
"1744","12580",6,2008,6
"1745","12581",2,1992,0
"1746","12583",2,1984,0
"1747","12586",7,1989,0
"1748","12589",4,2004,0
"1749","12594",1,1988,0
"1750","12701",71,1992,0
"1751","12719",1,1981,1
"1752","12723",3,1980,0
"1753","12734",11,1994,9.3
"1754","12748",23,1992,0
"1755","12754",20,1991,0
"1756","12758",1,2005,68
"1757","12764",2,1991,0
"1758","12775",2,1988,0
"1759","12776",3,1993,3
"1760","12779",2,1979,0
"1761","12783",2,1990,0
"1762","12786",3,1990,0
"1763","12790",1,2000,0
"1764","12801",251,1992,0
"1765","12803",5,2005,56.6
"1766","12814",2,1985,93
"1767","12816",6,1990,0
"1768","12817",3,1990,0
"1769","12822",1,1979,0
"1770","12828",4,1996,0
"1771","12831",6,2000,1.7
"1772","12833",2,1988,0
"1773","12834",10,1995,0
"1774","12845",1,1986,0
"1775","12849",1,2001,0
"1776","12852",1,1986,0
"1777","12853",1,1985,0
"1778","12865",2,1982,0
"1779","12866",446,1995,0
"1780","12870",1,2012,93
"1781","12871",4,2001,27.8
"1782","12883",4,1986,0
"1783","12885",138,1995,0
"1784","12886",2,2001,0
"1785","12887",1,2015,113
"1786","12903",8,1988,0
"1787","12916",1,1981,0
"1788","12917",2,1998,0
"1789","12919",5,1997,0
