"","ZIPCODE","total_income"
"1482",90240,689687
"1483",90241,957363
"1484",90242,803795
"1485",90245,934804
"1486",90247,864641
"1487",90248,321812
"1488",90249,581383
"1489",90250,1744745
"1490",90254,1586918
"1491",90255,847767
"1492",90260,620110
"1493",90262,808022
"1494",90265,1682260
"1495",90266,4450650
"1496",90270,290847
"1497",90272,4417965
"1498",90274,3400009
"1499",90275,2883716
"1500",90277,2154090
"1501",90278,1914786
"1502",90280,1270489
"1503",90290,473750
"1504",90291,1524564
"1505",90292,1773480
"1506",90293,719613
"1507",90301,527006
"1508",90302,485724
"1509",90303,371731
"1510",90304,323264
"1511",90305,399010
"1512",90401,976171
"1513",90402,2311531
"1514",90403,1785372
"1515",90404,1026364
"1516",90405,1900835
"1517",90501,1132683
"1518",90502,467628
"1519",90503,1694427
"1520",90504,1001174
"1521",90505,1590809
"1522",90601,860635
"1523",90602,497882
"1524",90603,688711
"1525",90604,870466
"1526",90605,930431
"1527",90606,594151
"1528",90620,1136738
"1529",90621,711877
"1530",90623,524242
"1531",90630,1651678
"1532",90631,1842583
"1533",90638,1331243
"1534",90640,1185590
"1535",90650,1821160
"1536",90660,1105732
"1537",90670,394340
"1538",90680,511672
"1539",90701,322581
"1540",90703,2067985
"1541",90706,1384268
"1542",90710,589499
"1543",90712,986872
"1544",90713,932224
"1545",90715,435009
"1546",90716,170723
"1547",90717,568378
"1548",90720,1083464
"1549",90723,744166
"1550",90731,1290117
"1551",90732,875149
"1552",90740,1177867
"1553",90744,727831
"1554",90745,1224408
"1555",90746,749325
"1556",90755,376268
"1557",90802,974956
"1558",90803,1875209
"1559",90804,682716
"1560",90805,1346380
"1561",90806,659447
"1562",90807,1259783
"1563",90808,1650100
"1564",90810,617223
"1565",90813,542439
"1566",90814,691908
"1567",90815,1558229
"1568",91001,1494812
"1569",91006,1509929
"1570",91007,1196753
"1571",91008,89739
"1572",91010,608263
"1573",91011,2360954
"1574",91016,1223839
"1575",91020,226127
"1576",91024,599034
"1577",91030,1428876
"1578",91040,629593
"1579",91042,649150
"1580",91101,894221
"1581",91103,871925
"1582",91104,1077628
"1583",91105,1252283
"1584",91106,1334512
"1585",91107,1610065
"1586",91108,1716255
"1587",91201,561880
"1588",91202,764684
"1589",91203,333853
"1590",91204,265191
"1591",91205,615754
"1592",91206,1007314
"1593",91207,585662
"1594",91208,813461
"1595",91210,26190
"1596",91214,1174675
"1597",91301,1642980
"1598",91302,2860809
"1599",91303,467931
"1600",91304,1325184
"1601",91306,935531
"1602",91307,1137319
"1603",91311,1454221
"1604",91316,1541480
"1605",91320,2147999
"1606",91321,897982
"1607",91324,802653
"1608",91325,949399
"1609",91326,1602705
"1610",91331,1327510
"1611",91335,1346410
"1612",91340,491817
"1613",91342,1725431
"1614",91343,1121888
"1615",91344,1680271
"1616",91345,374018
"1617",91350,1257291
"1618",91351,803642
"1619",91352,804056
"1620",91354,1255486
"1621",91355,1354010
"1622",91356,1609489
"1623",91360,1652808
"1624",91361,1775730
"1625",91362,2755824
"1626",91364,1942284
"1627",91367,1915969
"1628",91377,817612
"1629",91381,1029930
"1630",91384,748479
"1631",91387,1378456
"1632",91390,767010
"1633",91401,994516
"1634",91402,854146
"1635",91403,1798814
"1636",91405,741733
"1637",91406,1081220
"1638",91411,500200
"1639",91423,1779442
"1640",91436,3680776
"1641",91501,651267
"1642",91502,269633
"1643",91504,890616
"1644",91505,1226602
"1645",91506,684985
"1646",91601,817451
"1647",91602,943857
"1648",91604,1921996
"1649",91605,814949
"1650",91606,713667
"1651",91607,1002608
"1652",91701,1260567
"1653",91702,1038119
"1654",91706,1101394
"1655",91708,245394
"1656",91709,2712703
"1657",91710,1710371
"1658",91711,1488394
"1659",91722,755224
"1660",91723,412326
"1661",91724,790452
"1662",91730,1545443
"1663",91731,403140
"1664",91732,797371
"1665",91733,524944
"1666",91737,954090
"1667",91739,1305452
"1668",91740,697800
"1669",91741,1126374
"1670",91744,1220355
"1671",91745,1513989
"1672",91746,496473
"1673",91748,1100658
"1674",91750,1262795
"1675",91752,596321
"1676",91754,896996
"1677",91755,563871
"1678",91761,1177688
"1679",91762,960922
"1680",91763,593145
"1681",91764,796740
"1682",91765,1696435
"1683",91766,1049937
"1684",91767,769094
"1685",91768,448983
"1686",91770,1009456
"1687",91773,1180855
"1688",91775,802978
"1689",91776,693874
"1690",91780,921020
"1691",91784,1239980
"1692",91786,1085597
"1693",91789,1630877
"1694",91790,942801
"1695",91791,1056379
"1696",91792,645954
"1697",91801,1165475
"1698",91803,649741
"1699",91901,598626
"1700",91902,659942
"1701",91905,28914
"1702",91906,65980
"1703",91910,1791151
"1704",91911,1566167
"1705",91913,1325166
"1706",91914,647705
"1707",91915,853238
"1708",91916,56766
"1709",91917,16868
"1710",91932,464421
"1711",91934,8458
"1712",91935,383661
"1713",91941,1172331
"1714",91942,1051368
"1715",91945,504058
"1716",91950,823725
"1717",91962,63787
"1718",91963,18009
"1719",91977,1206664
"1720",91978,234372
"1721",91980,25356
"1722",92003,214821
"1723",92004,62204
"1724",92007,656870
"1725",92008,1196469
"1726",92009,2540627
"1727",92010,626176
"1728",92011,1264194
"1729",92014,1639517
"1730",92019,1369797
"1731",92020,1239395
"1732",92021,1386729
"1733",92024,2956067
"1734",92025,1102517
"1735",92026,1313157
"1736",92027,1186877
"1737",92028,1323779
"1738",92029,838614
"1739",92036,92064
"1740",92037,4151797
"1741",92040,1109860
"1742",92054,912345
"1743",92056,1499463
"1744",92057,1444982
"1745",92058,667457
"1746",92059,88509
"1747",92061,112032
"1748",92064,2350909
"1749",92065,1140168
"1750",92066,6400
"1751",92069,1129002
"1752",92070,26955
"1753",92071,1511050
"1754",92075,1002773
"1755",92078,1582740
"1756",92081,849795
"1757",92082,628722
"1758",92083,618614
"1759",92084,1101402
"1760",92086,23629
"1761",92091,178184
"1762",92101,1721165
"1763",92102,678290
"1764",92103,1642203
"1765",92104,1233892
"1766",92105,833924
"1767",92106,1102071
"1768",92107,1113044
"1769",92108,780272
"1770",92109,1866412
"1771",92110,821028
"1772",92111,1138593
"1773",92113,519510
"1774",92114,1181955
"1775",92115,1125550
"1776",92116,1076794
"1777",92117,1606307
"1778",92118,931104
"1779",92119,813421
"1780",92120,1078648
"1781",92121,362551
"1782",92122,1665009
"1783",92123,870054
"1784",92124,972794
"1785",92126,2153853
"1786",92127,2543513
"1787",92128,2162934
"1788",92129,2295552
"1789",92130,4322462
"1790",92131,2199073
"1791",92139,725428
"1792",92154,1571789
"1793",92173,588281
"1794",92201,875554
"1795",92203,738743
"1796",92210,392925
"1797",92211,833914
"1798",92220,591148
"1799",92223,1140463
"1800",92225,227204
"1801",92227,491081
"1802",92230,28711
"1803",92231,667624
"1804",92233,54799
"1805",92234,813041
"1806",92236,470085
"1807",92240,422317
"1808",92241,83244
"1809",92242,13509
"1810",92243,798487
"1811",92249,108708
"1812",92250,161365
"1813",92251,420245
"1814",92252,129563
"1815",92253,1235801
"1816",92254,167437
"1817",92256,58943
"1818",92257,14938
"1819",92260,856477
"1820",92262,678279
"1821",92264,588234
"1822",92270,907806
"1823",92274,194850
"1824",92276,114661
"1825",92277,334757
"1826",92281,28849
"1827",92282,11722
"1828",92283,28846
"1829",92284,377365
"1830",92285,18905
"1831",92301,331463
"1832",92305,14230
"1833",92307,810167
"1834",92308,721128
"1835",92309,7363
"1836",92310,118858
"1837",92311,460594
"1838",92313,306648
"1839",92314,156205
"1840",92315,174528
"1841",92316,418863
"1842",92320,187654
"1843",92324,865067
"1844",92327,7873
"1845",92328,6890
"1846",92335,1160442
"1847",92336,2018527
"1848",92337,690454
"1849",92339,28315
"1850",92342,155195
"1851",92344,425362
"1852",92345,1095534
"1853",92346,1338907
"1854",92347,9834
"1855",92354,568911
"1856",92356,60023
"1857",92358,16445
"1858",92359,175192
"1859",92363,69804
"1860",92365,26334
"1861",92368,10235
"1862",92371,157384
"1863",92372,95055
"1864",92373,1354484
"1865",92374,960702
"1866",92376,1077431
"1867",92377,478508
"1868",92392,876631
"1869",92394,430268
"1870",92395,625461
"1871",92397,160085
"1872",92399,1305798
"1873",92401,14577
"1874",92404,756409
"1875",92405,353307
"1876",92407,944650
"1877",92408,166111
"1878",92410,427231
"1879",92411,246301
"1880",92501,337091
"1881",92503,1669769
"1882",92504,1037781
"1883",92505,809463
"1884",92506,1679523
"1885",92507,766529
"1886",92508,1008390
"1887",92509,1184765
"1888",92518,41627
"1889",92530,845851
"1890",92532,508830
"1891",92536,68777
"1892",92539,58840
"1893",92543,363462
"1894",92544,750306
"1895",92545,650411
"1896",92548,77732
"1897",92551,455740
"1898",92553,905166
"1899",92555,820106
"1900",92557,945153
"1901",92561,39358
"1902",92562,1836199
"1903",92563,1501612
"1904",92567,170204
"1905",92570,693513
"1906",92571,725193
"1907",92582,258872
"1908",92583,383455
"1909",92584,1033193
"1910",92585,415911
"1911",92586,375273
"1912",92587,453574
"1913",92590,188996
"1914",92591,1081072
"1915",92592,2412256
"1916",92595,692662
"1917",92596,569266
"1918",92602,981918
"1919",92603,2015191
"1920",92604,1024629
"1921",92606,874267
"1922",92610,524650
"1923",92612,1065985
"1924",92614,1215651
"1925",92617,315263
"1926",92618,1468790
"1927",92620,2306227
"1928",92624,335848
"1929",92625,2038063
"1930",92626,1772507
"1931",92627,1647704
"1932",92629,1531990
"1933",92630,2055814
"1934",92637,527471
"1935",92646,2349463
"1936",92647,1705077
"1937",92648,2549292
"1938",92649,1830932
"1939",92651,3477932
"1940",92653,1566141
"1941",92655,122250
"1942",92656,2228307
"1943",92657,2251004
"1944",92660,3723040
"1945",92661,271974
"1946",92662,256956
"1947",92663,1678319
"1948",92672,1542135
"1949",92673,1759808
"1950",92675,1677644
"1951",92676,93228
"1952",92677,3555784
"1953",92679,2538896
"1954",92683,1887629
"1955",92688,1743540
"1956",92691,1753519
"1957",92692,2175900
"1958",92694,1428718
"1959",92701,623032
"1960",92703,779034
"1961",92704,1365544
"1962",92705,2181717
"1963",92706,744062
"1964",92707,959519
"1965",92708,2013156
"1966",92780,1392790
"1967",92782,1384351
"1968",92801,999985
"1969",92802,713243
"1970",92804,1451300
"1971",92805,1116876
"1972",92806,870382
"1973",92807,1761781
"1974",92808,995488
"1975",92821,1334010
"1976",92823,180197
"1977",92831,961536
"1978",92832,493758
"1979",92833,1372575
"1980",92835,1187012
"1981",92840,984516
"1982",92841,632591
"1983",92843,679286
"1984",92844,368276
"1985",92845,588377
"1986",92860,742830
"1987",92861,558620
"1988",92865,601634
"1989",92866,384443
"1990",92867,1590359
"1991",92868,504873
"1992",92869,1504813
"1993",92870,1567878
"1994",92879,995982
"1995",92880,1854644
"1996",92881,983205
"1997",92882,1633123
"1998",92883,997753
"1999",92886,2568138
"2000",92887,1178419
"2001",93001,953579
"2002",93003,1640855
"2003",93004,884707
"2004",93010,1606445
"2005",93012,1620430
"2006",93013,520625
"2007",93015,340509
"2008",93021,1418892
"2009",93022,195289
"2010",93023,729391
"2011",93030,1075285
"2012",93033,1216862
"2013",93035,873880
"2014",93036,924451
"2015",93041,422719
"2016",93060,618667
"2017",93063,1814899
"2018",93065,2554211
"2019",93066,175506
"2020",93101,902680
"2021",93103,664617
"2022",93105,1257900
"2023",93108,1495604
"2024",93109,614113
"2025",93110,840749
"2026",93111,811935
"2027",93117,1105917
"2028",93202,49378
"2029",93203,224416
"2030",93204,108031
"2031",93205,21644
"2032",93206,44108
"2033",93210,235098
"2034",93212,194223
"2035",93215,595973
"2036",93219,89701
"2037",93221,333080
"2038",93223,98442
"2039",93224,8898
"2040",93225,97473
"2041",93226,7281
"2042",93230,1246885
"2043",93235,46318
"2044",93238,35988
"2045",93239,17147
"2046",93240,83949
"2047",93241,178674
"2048",93242,61043
"2049",93243,27309
"2050",93244,11762
"2051",93245,724817
"2052",93247,198579
"2053",93249,32607
"2054",93250,148081
"2055",93252,25843
"2056",93254,11987
"2057",93255,7297
"2058",93256,53399
"2059",93257,1000140
"2060",93263,309790
"2061",93265,109671
"2062",93266,23926
"2063",93267,76558
"2064",93268,301881
"2065",93270,82892
"2066",93271,69966
"2067",93272,49641
"2068",93274,1150588
"2069",93277,1057184
"2070",93280,287926
"2071",93283,21999
"2072",93285,34978
"2073",93286,121804
"2074",93291,1185169
"2075",93292,756000
"2076",93301,287623
"2077",93304,569189
"2078",93305,391680
"2079",93306,1338838
"2080",93307,919894
"2081",93308,1102152
"2082",93309,1341383
"2083",93311,1673672
"2084",93312,1886216
"2085",93313,945829
"2086",93314,1295134
"2087",93401,1046879
"2088",93402,399883
"2089",93405,509670
"2090",93420,1020297
"2091",93422,899761
"2092",93426,35508
"2093",93427,187827
"2094",93428,228263
"2095",93430,116271
"2096",93432,45644
"2097",93433,293043
"2098",93434,98806
"2099",93436,1078698
"2100",93437,55364
"2101",93442,292704
"2102",93444,623583
"2103",93445,108346
"2104",93446,1146294
"2105",93449,335230
"2106",93450,25343
"2107",93451,94260
"2108",93452,8584
"2109",93453,83670
"2110",93454,685091
"2111",93455,1269448
"2112",93458,725598
"2113",93460,364675
"2114",93461,28493
"2115",93463,340484
"2116",93465,377117
"2117",93501,58262
"2118",93505,175998
"2119",93510,295142
"2120",93513,39655
"2121",93514,333552
"2122",93516,25468
"2123",93517,18362
"2124",93518,23377
"2125",93523,65998
"2126",93526,16091
"2127",93527,50961
"2128",93531,27976
"2129",93532,71162
"2130",93534,558888
"2131",93535,945770
"2132",93536,1673285
"2133",93543,190041
"2134",93544,19718
"2135",93545,40742
"2136",93546,249328
"2137",93550,936993
"2138",93551,1474487
"2139",93552,593955
"2140",93553,37544
"2141",93555,771208
"2142",93560,374064
"2143",93561,707161
"2144",93562,24158
"2145",93591,75518
"2146",93601,48670
"2147",93602,82783
"2148",93604,22315
"2149",93608,13906
"2150",93609,105889
"2151",93610,291885
"2152",93611,1309926
"2153",93612,534208
"2154",93614,283457
"2155",93615,53189
"2156",93616,32429
"2157",93618,378013
"2158",93619,1469361
"2159",93620,145612
"2160",93621,7177
"2161",93622,165149
"2162",93625,150127
"2163",93626,125455
"2164",93628,4137
"2165",93630,322682
"2166",93631,461059
"2167",93635,682491
"2168",93636,352460
"2169",93637,693145
"2170",93638,545225
"2171",93640,139466
"2172",93641,6702
"2173",93643,64721
"2174",93644,210532
"2175",93645,11308
"2176",93646,93081
"2177",93647,108432
"2178",93648,169016
"2179",93650,57038
"2180",93651,56720
"2181",93652,9720
"2182",93653,21038
"2183",93654,496845
"2184",93656,99521
"2185",93657,619423
"2186",93660,43975
"2187",93662,455005
"2188",93664,30825
"2189",93667,53927
"2190",93668,26517
"2191",93669,4921
"2192",93675,58364
"2193",93701,68413
"2194",93702,360234
"2195",93703,311310
"2196",93704,670838
"2197",93705,418904
"2198",93706,387315
"2199",93710,501698
"2200",93711,1757825
"2201",93720,1641648
"2202",93721,54174
"2203",93722,1410741
"2204",93723,248552
"2205",93725,344986
"2206",93726,475454
"2207",93727,1151501
"2208",93728,192606
"2209",93730,653695
"2210",93901,672649
"2211",93905,842741
"2212",93906,1087687
"2213",93907,570231
"2214",93908,804767
"2215",93920,34995
"2216",93923,786330
"2217",93924,369634
"2218",93925,40656
"2219",93926,178781
"2220",93927,263472
"2221",93930,291528
"2222",93933,482481
"2223",93940,1224401
"2224",93950,578374
"2225",93953,456653
"2226",93955,622867
"2227",93960,309413
"2228",94002,1830623
"2229",94005,288947
"2230",94010,6244072
"2231",94014,1242490
"2232",94015,1871710
"2233",94019,964688
"2234",94020,85586
"2235",94021,8077
"2236",94022,4763671
"2237",94024,3767688
"2238",94025,5362815
"2239",94027,3748397
"2240",94028,1904409
"2241",94030,1171188
"2242",94038,143193
"2243",94040,2301455
"2244",94041,1127358
"2245",94043,1861787
"2246",94044,1696328
"2247",94060,53411
"2248",94061,1762746
"2249",94062,3947558
"2250",94063,785045
"2251",94065,1327813
"2252",94066,1650843
"2253",94070,2743386
"2254",94074,7932
"2255",94080,2360679
"2256",94085,945063
"2257",94086,2378848
"2258",94087,3627708
"2259",94089,877014
"2260",94102,965705
"2261",94103,1482092
"2262",94104,584495
"2263",94105,1568874
"2264",94107,2515763
"2265",94108,711308
"2266",94109,3657559
"2267",94110,3632239
"2268",94111,1573562
"2269",94112,2144017
"2270",94114,3826346
"2271",94115,3512379
"2272",94116,2004728
"2273",94117,2958064
"2274",94118,3862780
"2275",94121,2256539
"2276",94122,2446640
"2277",94123,3732366
"2278",94124,688625
"2279",94127,1632651
"2280",94129,580451
"2281",94130,32700
"2282",94131,2275586
"2283",94132,929624
"2284",94133,1658053
"2285",94134,1026509
"2286",94158,471494
"2287",94301,8748862
"2288",94303,2793285
"2289",94304,705468
"2290",94305,537428
"2291",94306,2694764
"2292",94401,1272671
"2293",94402,2341841
"2294",94403,2637672
"2295",94404,2351078
"2296",94501,2372959
"2297",94502,805270
"2298",94503,597875
"2299",94505,580600
"2300",94506,2398666
"2301",94507,2357312
"2302",94508,112160
"2303",94509,1282075
"2304",94510,1227073
"2305",94513,2012403
"2306",94514,30535
"2307",94515,257765
"2308",94517,729445
"2309",94518,943137
"2310",94519,556884
"2311",94520,710642
"2312",94521,1551437
"2313",94523,1466201
"2314",94525,106514
"2315",94526,2824603
"2316",94530,1099776
"2317",94531,1181260
"2318",94533,1527661
"2319",94534,1573990
"2320",94535,83506
"2321",94536,2768443
"2322",94538,2138804
"2323",94539,3676259
"2324",94541,1412907
"2325",94542,584318
"2326",94544,1587487
"2327",94545,852396
"2328",94546,1562859
"2329",94547,885877
"2330",94549,2966915
"2331",94550,2459792
"2332",94551,1509170
"2333",94552,834944
"2334",94553,1812117
"2335",94555,1575154
"2336",94556,1265584
"2337",94558,2609616
